file_id	md5	size	urls	sample_id
08c2ad843ddce68446571cfc0f4f6fe0	15ac6236973a49dfa65cb2dee04d6ef4	10009074	https://downloads.hmpdacc.org/data/HMR16S/HMDEMO/SRP002457/SRR407456.sff.bz2,ftp://public-ftp.hmpdacc.org/HMR16S/HMDEMO/SRP002457/SRR407456.sff.bz2,s3://nih-hmp-hhs/HMR16S/HMDEMO/SRP002457/SRR407456.sff.bz2	3674d95cd0d27e1de94ddf4d2e27f3e0
08c2ad843ddce68446571cfc0fe1104c	183136add2a082f52f4e137001ade933	1066977	https://downloads.hmpdacc.org/data/HMR16S/HMDEMO/SRP002463/SRR053565.sff.bz2,ftp://public-ftp.hmpdacc.org/HMR16S/HMDEMO/SRP002463/SRR053565.sff.bz2,s3://nih-hmp-hhs/HMR16S/HMDEMO/SRP002463/SRR053565.sff.bz2	3674d95cd0d27e1de94ddf4d2e2b5488
91319e642fdd8a6e3b059cfb058189dc	c99867df95be12dd3fd171ca23f3194c	6120919	https://downloads.hmpdacc.org/data/Illumina/HMDEMO/SRP002430/plasma/not_affected/SRS072224.tar.bz2,ftp://public-ftp.hmpdacc.org/Illumina/HMDEMO/SRP002430/plasma/not_affected/SRS072224.tar.bz2,s3://nih-hmp-hhs/Illumina/HMDEMO/SRP002430/plasma/not_affected/SRS072224.tar.bz2	3674d95cd0d27e1de94ddf4d2e9d2929
